CAR_ID,FAILURE_TYPE,ENGINE_RUN_TIME,ENGINE_RPM,VEHICLE_SPEED,THROTTLE,ENGINE_LOAD,COOLANT_TEMPERATURE,LONG_TERM_FUEL_TRIM_BANK_1,SHORT_TERM_FUEL_TRIM_BANK_1,INTAKE_MANIFOLD_PRESSURE,FUEL_TANK,ABSOLUTE_THROTTLE_B,PEDAL_D,PEDAL_E,COMMANDED_THROTTLE_ACTUATOR,FUEL_AIR_COMMANDED_EQUIV_RATIO,ABSOLUTE_BAROMETRIC_PRESSURE,RELATIVE_THROTTLE_POSITION,INTAKE_AIR_TEMP,TIMING_ADVANCE,CATALYST_TEMPERATURE_BANK1_SENSOR1,CATALYST_TEMPERATURE_BANK1_SENSOR2,CONTROL_MODULE_VOLTAGE,COMMANDED_EVAPORATIVE_PURGE
4727F9F8,Thermostat Stuck Open,4292.7,1027.4,0.8,22.337,35.227,60.0,-9.67507,-8.64093,24.836,42.663,52.807,16.078,32.233,20.363,1.116,100.158,0.261,46.9,0.642,438.22,303.828,13.874,33.048
28B8C8A7,Alternator Failure,3508.1,1183.0,34.6,13.335,37.068,89.0,5.4688,-7.5401,18.0,19.628,51.113,21.287,31.765,11.615,1.015,102.0,6.991,43.0,18.9,627.993,250.76,10.699,0.0
4CB7E836,MAP Sensor Failure,6194.7,789.5,63.3,23.311,48.654,74.2,1.50988,4.56306,64.756,39.57,50.631,16.078,39.393,21.383,1.004,100.37,0.0,26.0,7.867,644.9,276.144,13.529,33.121
DEBAF850,Healthy,6464.7,1734.5,15.5,20.894,50.015,87.0,-0.8528,2.11867,47.437,24.313,57.138,17.182,45.04,20.227,0.997,100.0,2.857,49.8,7.84,644.9,447.034,13.807,96.212
00852874,Throttle Body Fault,6624.0,1442.2,67.5,1.323,23.092,74.3,-1.5625,11.49601,21.24,23.256,67.022,17.924,39.971,0.0,1.011,100.108,0.896,38.3,26.725,483.765,218.03,14.045,71.757
84546E1E,MAP Sensor Failure,738.1,1539.1,24.1,19.961,95.8,70.0,-12.27719,-15.70836,98.696,23.405,47.059,19.692,33.122,17.883,0.993,100.431,3.754,47.1,17.152,300.147,365.019,13.629,72.353
EBD0F7FB,Alternator Failure,4008.8,787.4,0.0,13.764,26.349,88.5,3.27854,-10.78494,38.937,11.923,55.849,16.078,31.765,26.921,0.991,100.386,4.461,55.0,15.98,568.301,206.476,11.804,22.889
D71CCD5D,Healthy,1404.4,1320.7,69.6,22.495,31.713,80.1,3.75878,2.87846,18.286,32.515,52.422,16.078,31.765,20.078,1.001,102.0,0.0,35.9,22.206,527.95,331.569,13.949,3.452
F1C936CE,Healthy,4160.5,1368.5,25.4,23.556,31.869,79.2,1.6322,-3.90918,30.087,53.548,55.194,19.644,34.972,18.646,1.002,100.0,2.112,41.0,5.712,442.211,359.368,13.713,0.0
DFD639CB,Healthy,6946.0,64.7,41.1,18.59,45.077,83.2,0.72331,-4.26852,23.83,30.745,56.527,16.544,39.952,23.089,0.99,101.455,3.072,54.9,11.56,589.268,341.756,13.736,26.929
C983ED9F,Alternator Failure,604.0,1825.6,45.8,12.017,22.448,61.6,0.18295,-4.35861,28.396,45.365,53.147,16.078,37.856,23.782,1.019,100.448,1.293,38.3,-16.025,393.631,369.423,11.287,75.505
A91B247C,Alternator Failure,642.2,556.1,45.3,9.897,33.794,72.9,2.02527,-6.05465,23.851,32.808,51.231,19.641,37.181,27.74,1.001,100.742,0.0,39.5,11.804,604.33,403.89,11.208,30.99
F6C758F2,Transmission Slip,4307.9,3838.6,15.7,15.945,97.549,91.0,3.00236,-2.42449,38.789,52.026,51.894,28.885,39.105,15.037,0.956,100.235,5.16,45.7,18.914,460.989,235.308,13.747,49.414
11CE9776,Transmission Slip,5191.1,4171.5,41.1,24.582,94.006,82.0,-1.40343,3.51529,26.336,75.873,47.059,21.208,40.78,14.117,0.977,100.574,1.797,29.3,13.415,604.58,175.476,13.563,46.686
09B78C72,Alternator Failure,4495.7,2322.8,62.1,23.046,71.314,70.0,4.18083,-6.82546,40.529,59.442,51.338,18.248,34.425,8.859,0.997,100.005,0.0,52.1,-5.278,350.452,333.148,12.276,45.843
ED85FB79,Engine Overheating,3394.1,294.0,0.7,19.809,36.77,138.3,0.08859,1.2307,18.0,43.942,52.807,24.157,33.763,25.212,1.106,100.0,0.0,37.5,-0.941,590.977,413.077,13.645,8.554
57348510,Catalytic Converter Failure,3616.0,1036.3,33.2,17.537,3.862,66.2,4.22382,-4.16144,24.122,23.667,58.566,26.512,31.765,20.838,1.009,102.0,2.957,34.1,26.307,397.138,352.895,13.493,0.0
CB2923BC,Catalytic Converter Failure,6894.2,1154.4,52.1,17.292,30.029,91.0,5.4688,-6.95842,40.128,38.069,52.379,23.957,35.437,16.985,1.004,100.478,0.197,45.2,10.248,640.808,593.962,13.895,2.894
752C5FDA,Healthy,1072.1,2115.9,0.0,21.423,29.907,61.6,2.13798,-1.20858,21.265,56.698,49.9,18.945,34.635,24.753,1.001,100.89,7.283,46.2,-12.798,414.453,159.443,13.986,19.044
64E062E4,MAP Sensor Failure,7077.1,1118.6,52.7,22.886,93.254,75.8,-8.40299,-18.25369,99.238,42.689,49.739,20.162,32.846,25.226,1.0,100.878,1.248,39.0,8.342,383.114,357.673,13.709,42.251
132AAE86,Healthy,5556.0,1582.7,0.0,23.539,40.207,76.9,1.84604,-2.93849,40.887,48.985,51.407,16.078,38.029,24.9,0.974,102.0,4.498,34.1,20.562,521.278,177.331,13.839,20.741
54A1038D,Throttle Body Fault,1766.5,912.7,5.1,52.732,42.281,66.4,2.24017,-9.91416,41.695,34.699,27.51,16.793,34.036,21.724,0.992,101.396,1.818,43.3,12.673,384.03,438.135,13.698,38.262
7B3C4C48,Healthy,2163.8,821.7,32.2,13.774,10.442,76.8,0.64558,-4.43798,18.0,42.866,47.467,26.088,38.852,21.595,0.998,101.854,2.498,48.2,29.168,471.872,356.211,13.709,48.114
97867FA8,Crankshaft Position Sensor Failure,6795.4,34.9,32.9,14.401,16.838,-6.8,-0.04548,28.341,29.395,74.1,47.622,21.285,38.557,21.027,0.845,100.65,2.081,35.1,606.34,462.921,522.4,25.984,0.0
6739AC96,MAP Sensor Failure,3725.3,825.4,18.2,17.991,7.79,77.6,13.95667,23.15415,16.954,64.398,50.433,23.434,35.04,17.138,0.997,100.0,3.23,43.9,2.217,352.236,359.838,13.708,0.0
CE057B31,Thermostat Stuck Open,3055.4,1896.9,46.0,18.451,35.933,45.3,-13.09167,-6.94257,56.335,13.587,54.616,16.078,31.765,18.459,1.151,100.233,2.974,29.4,1.972,420.742,290.72,13.416,16.584
51CC1E74,Alternator Failure,4764.5,1118.4,46.0,8.564,28.059,90.0,1.85261,0.68315,33.781,61.353,56.883,23.826,37.826,9.795,1.012,101.604,1.847,54.7,-5.071,290.803,520.433,11.236,36.61
10CAC864,Transmission Slip,6009.5,1664.0,0.0,18.532,98.564,54.1,1.24702,4.28047,18.0,60.252,50.772,22.094,35.844,19.838,0.956,100.751,0.904,46.4,2.205,566.344,346.682,13.896,13.331
AA0599B4,Catalytic Converter Failure,164.5,2104.2,16.0,19.996,36.041,38.6,1.65389,5.28544,33.007,53.72,47.059,16.078,37.487,23.082,1.01,100.315,3.446,36.4,29.744,578.923,553.873,13.935,72.855
DE52658A,Crankshaft Position Sensor Failure,790.1,17.4,7.6,13.333,11.782,-5.3,4.01424,92.29799,55.806,76.911,58.173,19.278,35.854,22.11,0.975,101.507,5.456,55.0,354.27,482.267,48.148,67.502,0.0
F8B59827,Catalytic Converter Failure,2056.4,1046.7,24.7,25.957,45.905,76.6,0.98196,-3.62207,18.0,54.923,48.732,26.273,43.503,21.079,0.997,100.572,2.716,35.3,18.439,508.759,488.343,13.717,76.232
FDE3C637,Catalytic Converter Failure,1698.4,734.7,9.4,21.152,20.024,91.0,5.4688,1.75602,28.222,70.243,50.056,16.078,44.668,21.771,0.997,100.695,2.062,38.4,23.538,591.297,537.828,13.787,24.531
101F6B48,Healthy,6872.0,616.5,48.6,21.664,43.507,67.5,0.92692,1.1344,37.842,46.687,47.059,16.078,33.982,13.333,1.012,100.0,2.594,35.7,5.27,553.089,522.4,13.636,67.441
2CE1FC9C,Alternator Failure,5816.3,0.0,13.8,10.6,33.688,72.0,0.84066,-7.9488,45.96,35.285,51.832,23.59,34.767,9.777,0.993,101.043,0.637,34.2,14.73,568.533,522.4,11.013,41.722
9D437C92,Alternator Failure,3437.2,1630.3,27.2,23.707,42.144,91.0,2.48528,-1.35112,26.104,64.035,54.688,16.078,32.878,25.924,0.996,101.702,3.073,40.7,10.244,644.9,252.876,10.625,25.083
DE29FB26,Alternator Failure,1511.0,821.4,0.0,25.483,41.653,47.0,4.5885,1.84515,46.349,46.501,50.362,22.149,36.728,11.891,1.001,101.139,0.0,41.0,32.779,426.993,66.998,10.569,0.0
31C31CD2,Catalytic Converter Failure,3240.0,1430.7,29.8,21.972,38.095,91.0,-0.07566,-0.50531,26.385,47.591,53.91,16.292,31.765,17.829,1.01,100.95,0.0,33.7,4.84,449.106,432.86,13.876,15.48
F362153F,Alternator Failure,4826.6,1037.8,31.8,13.748,1.398,83.6,0.35478,-11.64368,20.569,78.491,47.471,26.613,31.765,13.515,1.01,101.633,1.566,38.6,10.795,600.804,522.4,11.651,96.356
9F37F8A2,O2 Sensor Failure,6768.9,718.4,60.3,25.476,44.242,53.8,21.88503,39.04667,38.494,54.802,63.721,17.971,32.784,20.594,0.869,100.684,6.199,31.8,12.05,565.722,202.827,13.641,46.442
3DA5887D,Catalytic Converter Failure,719.9,1432.6,0.0,19.741,51.52,84.9,0.48278,0.61098,50.297,23.568,48.376,16.078,34.966,15.078,1.005,101.28,1.891,50.6,10.801,476.581,456.972,14.016,67.751
ADB5D423,Throttle Body Fault,4074.4,1166.6,38.8,55.14,60.98,91.0,0.8393,-1.0045,44.938,35.986,26.397,23.151,31.765,26.686,0.994,101.021,0.0,26.0,10.799,452.682,433.155,13.804,27.104
9D9B79C3,Healthy,4533.3,1688.5,35.8,21.802,53.471,91.0,0.42144,-0.81027,45.675,73.818,51.167,21.207,34.407,20.128,0.996,101.671,5.921,43.8,11.564,533.862,117.753,13.622,6.445
13117F88,O2 Sensor Failure,6749.2,1910.2,44.4,23.506,32.955,62.1,21.67727,26.55249,50.145,64.396,56.391,16.078,31.765,21.539,0.905,100.0,2.834,48.4,4.995,505.242,428.566,13.515,58.727
B2E2001B,O2 Sensor Failure,5635.9,1185.4,0.0,16.219,34.895,78.6,18.45423,26.15028,59.005,49.75,54.231,16.078,38.02,17.708,0.891,100.473,1.038,29.3,-0.523,513.555,269.923,13.709,33.416
93F7637A,Crankshaft Position Sensor Failure,2088.8,58.4,11.3,22.683,29.273,2.0,2.19472,97.22712,45.855,64.164,47.776,18.138,34.713,27.016,0.923,100.63,0.0,51.1,567.849,485.49,143.29,38.155,89.497
292AC9F0,MAP Sensor Failure,2765.4,1434.4,41.8,25.154,87.411,89.1,-5.59446,-17.03265,104.842,63.435,48.456,16.078,36.925,14.713,1.004,100.0,2.203,34.0,13.62,380.792,340.572,13.803,58.749
1061C475,Engine Overheating,2287.6,1406.8,26.6,25.169,63.997,128.5,0.29556,-2.40477,49.42,56.444,52.857,23.353,39.009,22.019,1.161,100.767,1.981,45.8,2.213,578.712,404.491,13.559,1.294
46638A21,EVAP System Fault,2947.2,1874.1,8.1,13.887,37.647,65.1,3.86399,3.51049,38.895,64.44,49.71,18.477,31.765,19.014,0.997,100.0,3.411,45.9,11.536,619.051,360.827,13.532,0.0
0F3C133D,Crankshaft Position Sensor Failure,5079.5,50.0,27.5,23.145,26.134,1.2,1.71411,32.3067,33.793,49.513,48.884,20.934,31.765,19.041,0.76,101.241,6.069,52.1,573.778,418.41,353.071,72.711,0.0
4DDBED07,EVAP System Fault,2410.5,1908.0,6.2,19.259,50.951,65.4,5.96016,-10.0179,27.908,45.9,52.112,16.078,33.906,14.954,1.005,101.685,2.163,47.1,9.096,344.146,405.577,14.077,0.0
CB39CA51,MAP Sensor Failure,6646.4,1196.1,26.4,21.944,79.917,61.5,0.46663,6.30525,63.223,33.616,50.407,22.525,36.401,19.31,1.012,101.151,0.723,49.7,4.639,624.141,244.012,14.029,0.0
22190100,Catalytic Converter Failure,3598.4,709.5,28.1,19.384,54.729,75.5,-1.33245,-1.72281,44.963,65.2,48.611,19.926,40.527,18.582,0.995,100.06,3.976,55.0,-4.804,312.148,275.099,13.837,34.913
828271F4,Alternator Failure,4859.6,2287.0,47.3,19.15,62.518,75.3,0.37603,-7.06609,42.57,55.438,48.947,17.169,31.765,16.834,0.995,100.503,2.791,45.1,2.663,370.319,394.086,11.436,0.0
739ECC19,Catalytic Converter Failure,3836.0,1559.6,33.9,21.477,50.509,82.3,2.64593,2.79633,71.504,70.165,54.254,23.552,33.365,24.166,1.012,100.842,1.866,39.7,23.746,343.156,323.234,13.357,11.209
3EA8C889,Thermostat Stuck Open,5983.3,1667.5,14.9,17.603,25.011,67.4,-12.99096,-10.16524,45.133,37.002,48.353,22.803,31.765,15.226,1.091,100.324,3.99,41.8,8.609,440.184,305.301,14.08,0.167
D6260590,Throttle Body Fault,1114.4,1596.9,10.8,0.0,43.898,91.0,3.49353,0.42089,18.0,46.685,75.679,16.078,36.813,9.019,1.012,100.0,0.21,50.3,8.369,484.815,306.11,14.375,26.887
B2AB3B32,O2 Sensor Failure,4894.4,1396.2,17.3,17.162,54.703,71.7,21.79908,30.73461,24.452,50.951,48.752,22.72,34.299,22.883,0.829,100.0,0.961,51.7,-7.921,489.635,425.636,13.603,83.126
7AE7C952,Crankshaft Position Sensor Failure,5310.4,32.6,0.0,25.605,16.507,-5.2,3.71728,56.28279,26.074,54.798,56.491,22.86,35.965,15.294,1.119,100.0,0.0,45.1,331.073,442.302,240.018,27.888,42.298
283BB931,Alternator Failure,4974.1,909.0,32.2,14.21,57.677,44.3,-0.67882,-0.63243,38.441,57.755,53.712,16.078,39.729,4.549,0.988,101.301,3.28,38.5,30.449,533.762,286.042,10.97,12.131
F6B30EB4,Alternator Failure,4803.1,1387.6,17.4,19.513,43.34,54.1,1.88958,-1.39406,42.825,23.405,47.059,20.554,32.417,29.117,0.996,100.836,0.564,46.4,13.152,552.463,241.712,11.914,0.0
7386D62F,Engine Overheating,6857.2,1189.6,44.3,22.082,32.969,143.3,0.95107,3.30406,27.026,53.066,51.273,23.058,31.765,22.013,1.148,101.984,0.357,45.1,-4.521,600.311,419.611,13.806,19.9
D89CC808,Healthy,2340.4,1577.8,0.0,21.927,51.986,91.0,1.34304,0.51737,18.819,68.127,50.046,20.796,36.054,19.176,1.001,101.127,6.401,48.2,13.373,502.307,149.489,13.76,12.376
11038A9D,Healthy,6633.2,1444.7,38.7,17.502,36.63,62.2,3.69062,-2.08862,28.984,36.772,53.292,21.756,34.323,21.452,1.004,101.009,2.384,35.4,32.401,397.12,382.618,13.57,0.0
9BD2E600,MAP Sensor Failure,4360.6,1604.0,28.2,18.545,18.208,68.6,13.31358,18.4863,13.363,56.361,50.324,16.078,36.715,14.211,1.018,100.0,1.558,55.0,-1.28,440.912,408.879,13.536,59.983
17A6E8DF,Throttle Body Fault,3249.7,1165.1,39.3,40.663,47.311,74.4,3.53271,-10.94554,48.847,45.888,40.006,21.105,37.943,31.251,1.008,100.292,0.49,45.2,18.846,466.74,283.23,13.95,81.893
8F4460A5,EVAP System Fault,3873.4,511.5,42.0,15.361,43.056,88.6,3.99405,4.35343,18.0,38.307,55.189,23.274,33.947,17.297,1.0,100.267,3.518,35.2,6.573,520.238,400.778,13.686,0.0
2906FF58,Catalytic Converter Failure,4592.5,1177.2,25.5,13.333,52.145,78.5,2.26343,-0.56061,39.441,56.859,53.718,17.706,37.125,24.956,1.01,102.0,0.0,27.9,-6.932,513.074,456.939,13.746,6.95
89D5FF51,Thermostat Stuck Open,3439.5,1683.2,50.3,17.679,33.45,44.4,-9.94343,-4.59427,58.836,43.829,49.594,18.252,39.956,26.359,1.075,100.0,2.126,42.7,20.541,411.365,283.687,14.145,2.844
498AFFFE,Healthy,457.7,1206.1,50.7,16.197,24.807,58.1,0.31715,3.44544,43.904,38.662,48.021,17.084,46.616,18.137,1.006,100.286,0.0,44.9,-2.299,488.308,168.733,13.657,23.155
B78AA37F,Healthy,62.8,1302.9,25.2,18.148,20.686,59.4,-0.79583,-0.97149,19.978,48.205,61.935,18.844,34.78,21.142,1.003,100.0,5.156,52.1,-6.134,483.418,363.013,13.872,29.527
E722F0E3,Transmission Slip,3293.5,3163.2,0.0,19.503,98.848,91.0,4.91194,-3.13532,41.575,75.175,56.158,24.243,34.822,17.491,0.989,100.0,0.0,39.2,22.64,502.002,395.633,13.426,51.266
3513B5B6,O2 Sensor Failure,6771.9,1313.4,14.4,18.124,23.833,68.1,19.18039,42.78596,52.643,72.73,54.017,26.689,36.429,20.384,0.871,100.334,0.0,35.7,12.47,458.831,349.045,13.825,0.0
DEE04E45,Crankshaft Position Sensor Failure,820.0,23.4,5.4,23.994,15.706,-4.8,1.35655,86.99673,50.983,46.096,47.088,16.078,35.903,20.661,0.97,101.483,6.079,29.8,475.558,644.9,290.847,12.029,0.0
C3C839F9,Transmission Slip,3149.7,4263.9,12.6,23.894,99.189,80.3,0.53253,-1.87972,48.783,36.731,51.441,20.709,41.396,20.305,0.949,100.773,6.493,35.2,20.049,453.857,463.158,13.307,13.524
2B18D329,Transmission Slip,7141.1,2223.8,0.0,16.272,94.906,76.2,3.24798,-1.65934,29.369,72.342,50.721,22.353,31.765,18.307,0.983,102.0,0.0,55.0,20.943,563.044,196.331,13.751,49.133
A07D139A,Crankshaft Position Sensor Failure,643.3,61.4,27.1,19.458,26.088,-3.6,4.43043,79.89974,30.157,59.683,53.392,16.078,33.007,21.561,0.958,100.0,2.873,39.8,595.976,405.071,366.881,93.101,0.0
4291B2EF,EVAP System Fault,5826.4,818.8,2.4,20.333,24.998,62.2,4.30211,-19.96852,30.83,24.828,52.896,23.933,37.5,17.994,1.018,101.094,1.014,53.5,9.732,507.951,27.5,13.367,0.0
99D0F21D,O2 Sensor Failure,2037.8,1642.2,12.9,18.93,39.228,75.5,15.64475,24.02218,36.595,54.021,57.472,17.638,34.55,25.315,0.893,100.565,0.069,47.0,0.025,444.841,429.224,13.931,44.391
203AF3EA,Thermostat Stuck Open,3470.2,1136.3,9.9,18.368,30.487,49.5,-3.10849,-5.38283,53.156,32.72,54.733,17.979,36.722,19.773,1.064,101.105,2.8,36.4,11.505,418.985,289.402,13.873,72.015
77865888,EVAP System Fault,4821.4,681.8,36.8,20.219,70.303,87.5,4.49094,-4.4996,48.865,47.041,57.513,19.962,37.909,19.906,0.986,100.0,1.675,49.5,20.082,497.971,355.36,13.842,0.0
130CE5CD,Catalytic Converter Failure,3315.7,827.9,13.0,22.464,21.828,85.0,3.99935,0.74757,34.359,20.774,57.692,22.906,31.765,16.974,1.005,100.0,4.298,40.4,27.639,484.615,447.859,13.54,22.406
88E022D8,Throttle Body Fault,3308.2,1727.5,42.9,38.486,14.614,88.7,-0.39219,5.02381,36.95,24.521,34.0,24.627,34.594,17.865,0.997,100.021,1.318,36.7,24.386,602.002,362.004,13.426,0.0
D0D63F21,Throttle Body Fault,2296.3,1260.3,29.7,58.128,21.29,75.0,4.61836,1.73063,23.877,64.241,23.075,19.454,38.91,27.248,0.996,101.072,0.0,46.0,22.02,581.899,242.543,13.837,49.699
AD09CBB5,Throttle Body Fault,2762.0,1515.6,73.9,2.031,27.345,61.6,3.05108,-8.48547,37.221,43.993,62.133,18.088,36.454,31.248,1.004,100.0,0.0,36.9,6.642,393.678,328.442,13.894,11.936
F6F7E3B9,O2 Sensor Failure,1045.1,1148.3,9.9,22.295,33.852,73.7,19.06696,31.61857,41.484,49.397,48.039,23.515,40.279,23.598,0.879,100.786,0.0,43.3,11.461,616.423,303.399,13.645,44.393
B24C5211,Crankshaft Position Sensor Failure,1848.7,26.5,0.0,21.639,21.207,0.7,1.60214,48.01946,48.442,48.19,50.05,23.009,33.864,23.97,1.189,100.973,4.298,43.9,530.479,476.91,361.931,91.235,0.0
70E5CA33,Crankshaft Position Sensor Failure,3763.7,32.5,37.6,18.917,22.09,-6.4,4.68106,64.51314,24.227,44.994,48.333,24.17,36.231,19.042,0.952,101.364,2.361,41.3,455.421,588.751,413.491,49.739,0.0
D59F25B0,MAP Sensor Failure,2253.9,1420.0,9.5,19.345,2.266,79.0,12.68747,21.90931,20.819,50.611,47.945,20.389,31.765,17.919,0.997,100.852,2.335,40.8,6.261,447.717,248.131,14.014,11.892
ED095712,Transmission Slip,5990.7,3003.1,30.9,18.659,96.233,59.3,3.48413,-3.28474,40.661,63.873,55.61,21.293,41.816,21.385,0.983,100.08,1.11,52.9,-10.0,436.058,423.399,13.651,24.563
3381969A,MAP Sensor Failure,1610.5,1088.2,16.2,18.288,5.869,69.6,2.70868,-19.91901,40.096,23.221,56.914,18.39,40.306,19.436,1.014,101.074,0.0,40.3,25.097,453.283,500.661,13.612,11.379
A0BB49BF,O2 Sensor Failure,3471.8,1313.1,1.9,18.926,56.534,91.0,12.105,21.91374,63.785,68.297,56.496,20.524,32.906,17.988,0.913,101.75,2.799,43.5,12.745,525.688,211.76,14.147,52.365
CEAA8638,Throttle Body Fault,2082.7,1434.9,39.6,36.316,29.04,78.6,2.4457,-6.02726,44.247,63.735,40.839,16.078,34.961,17.242,0.99,101.255,3.645,51.8,23.221,598.091,490.891,13.853,0.0
73FF0857,O2 Sensor Failure,2749.1,798.5,0.0,22.928,61.382,75.3,16.33084,25.31849,56.954,23.426,49.788,24.024,34.431,15.659,0.87,100.0,0.804,26.3,-5.237,473.343,209.27,13.476,0.0
663C6786,Crankshaft Position Sensor Failure,6359.5,72.6,19.6,19.515,25.093,-3.0,-0.33351,58.35576,32.795,27.726,52.242,21.731,31.765,16.96,0.864,100.833,0.231,43.6,619.189,324.018,264.58,99.845,39.829
97E7F3AD,Healthy,6886.3,1424.7,34.6,19.326,15.399,84.8,3.22963,-1.38723,21.714,59.467,48.224,18.321,32.36,22.211,0.992,102.0,4.625,44.2,10.823,390.436,457.812,13.743,26.98
199902B2,Catalytic Converter Failure,5520.9,1780.7,33.4,20.111,35.174,91.0,3.37493,3.97852,48.962,52.147,51.045,17.843,42.205,23.092,1.011,100.628,7.617,38.2,-12.449,603.928,579.359,13.867,1.109
38C0440D,Alternator Failure,2511.4,871.3,31.2,14.882,38.498,91.0,1.26439,5.05934,42.963,41.955,56.106,23.928,39.512,15.075,0.995,101.632,0.0,26.0,25.334,507.705,517.763,12.11,88.222
273319A2,Catalytic Converter Failure,3390.6,1873.2,72.1,19.571,13.235,83.1,1.13088,2.27029,29.501,32.114,52.241,16.078,32.484,17.904,1.008,101.013,1.356,28.5,7.288,426.99,407.831,13.584,0.0
AB023B1B,Catalytic Converter Failure,451.7,602.1,19.5,16.027,52.491,91.0,-0.6315,1.02222,64.715,27.134,53.279,20.683,39.508,19.596,0.982,101.215,0.0,42.7,6.674,618.184,564.398,13.785,23.445
6BC6F3A7,Thermostat Stuck Open,2176.9,1199.4,63.5,21.729,68.377,50.6,-9.46687,-4.76115,18.0,37.615,54.856,20.174,34.695,21.527,1.085,100.0,0.76,47.2,8.915,408.95,281.876,14.126,24.498
217FD6AE,Crankshaft Position Sensor Failure,1639.6,59.6,20.3,19.84,4.44,-1.6,3.77955,38.3993,44.534,43.851,47.059,26.229,40.971,17.941,1.21,100.0,1.101,33.4,396.018,551.363,151.769,68.741,14.916
CEEE6405,Throttle Body Fault,5546.5,790.9,4.1,0.0,25.373,61.2,5.18721,6.97484,45.475,56.816,74.819,18.29,35.444,25.965,1.001,100.0,0.0,26.0,5.624,644.9,130.158,13.82,40.825
BFAC90D5,Engine Overheating,3637.8,2085.3,17.7,17.428,39.349,115.2,-0.81748,-2.08703,62.081,47.962,47.059,23.231,34.345,19.858,1.139,100.222,0.0,50.0,0.333,532.122,371.878,13.781,10.833
A3C2C629,Transmission Slip,6614.8,3813.5,8.2,18.863,91.654,85.9,3.50507,0.67508,46.953,31.889,49.714,21.172,32.693,18.088,0.936,101.706,1.864,47.6,-10.0,415.066,93.401,14.127,30.503
4BEA8910,Alternator Failure,4325.2,1492.3,52.5,11.267,37.668,91.0,2.26054,0.13336,52.759,47.551,53.386,21.198,31.765,14.679,0.989,102.0,4.324,34.4,25.387,584.938,370.685,11.961,0.0
1ED3F01B,Transmission Slip,3511.3,3109.2,9.1,17.459,99.55,63.6,1.57882,-0.11856,18.0,16.641,52.225,26.348,38.272,14.073,0.955,101.426,0.0,39.2,16.827,644.9,326.661,13.876,71.032
526D2ED0,Healthy,561.5,1447.6,24.2,22.911,32.583,39.4,-0.40486,0.50958,35.572,49.881,55.675,21.669,36.077,20.661,0.997,100.0,4.245,32.9,1.967,384.94,350.611,13.548,0.0
2DA0653C,Engine Overheating,6167.1,972.0,27.4,18.863,35.912,135.5,4.7795,-1.19257,37.868,49.971,47.059,16.078,33.793,20.413,1.156,101.58,1.956,38.8,-1.908,586.98,410.279,13.59,0.0
C1376998,MAP Sensor Failure,5855.3,1040.2,25.3,16.47,0.625,65.4,13.57519,25.70768,14.947,50.275,52.296,16.078,39.919,17.333,1.004,100.0,0.0,38.3,-2.714,480.347,402.795,13.831,59.874
EEE9DCB4,Alternator Failure,6095.7,1674.2,28.1,15.751,16.564,75.8,2.17536,-10.82158,32.046,8.627,52.344,21.674,34.305,14.787,1.004,101.011,0.251,51.3,14.573,604.241,248.735,11.045,25.312
1AA85734,Healthy,1881.8,1036.7,39.3,20.724,28.277,91.0,1.34264,-0.31474,39.808,88.782,52.416,23.751,32.388,20.404,0.989,100.977,2.299,34.2,6.584,567.571,205.732,13.781,96.327
6DE54A09,Crankshaft Position Sensor Failure,2791.3,3.1,71.7,19.043,28.418,-5.6,-0.60002,99.81227,69.416,34.906,51.869,20.144,33.002,21.1,0.973,100.35,2.373,33.6,532.974,511.741,104.644,32.454,58.523
EEFDDA3D,Transmission Slip,5501.7,4264.5,33.9,16.649,89.697,82.8,2.02085,4.913,39.488,55.934,54.72,23.447,40.249,17.177,0.98,100.0,1.435,47.3,1.823,501.771,339.267,13.747,32.983
284C5CDF,Catalytic Converter Failure,5322.6,818.5,30.2,21.574,24.922,60.9,1.70634,-5.07621,40.09,39.891,47.059,19.492,38.923,15.578,0.994,100.0,1.278,49.2,10.328,347.734,308.803,14.239,60.901
E3BBC2AA,Crankshaft Position Sensor Failure,2283.5,26.1,2.0,16.801,3.645,-2.3,1.58823,87.36951,31.529,46.221,54.454,16.863,32.47,21.691,1.061,100.0,3.66,39.4,437.099,470.512,484.626,6.559,42.17
A6B45D47,Thermostat Stuck Open,6415.9,1417.5,13.8,18.023,40.75,52.2,-9.45516,-6.25286,31.815,55.979,54.289,19.728,31.765,14.829,1.064,100.927,2.781,52.1,21.661,433.41,300.22,14.014,31.693
7FCB7BAF,Throttle Body Fault,6106.0,1192.3,52.2,38.111,46.383,87.6,1.4853,8.8074,18.0,56.13,37.307,18.894,33.121,21.54,1.01,100.145,3.345,38.4,-4.126,455.503,429.098,13.752,100.0
8159A821,Transmission Slip,5745.4,3245.7,0.0,13.637,94.956,91.0,1.67856,2.99464,21.552,38.169,55.178,23.464,35.899,21.114,0.94,100.904,3.801,37.6,5.281,461.746,462.299,14.159,0.0
B1CDDEAB,O2 Sensor Failure,3362.5,968.3,49.3,21.128,30.086,80.9,20.50455,36.20051,18.006,29.511,52.877,21.364,34.737,16.725,0.882,101.549,0.0,38.7,13.816,562.492,203.766,13.717,51.28
F3A9B65C,Crankshaft Position Sensor Failure,6829.0,54.6,35.6,20.328,5.312,-7.1,-0.30961,27.41462,42.111,52.812,54.84,16.078,34.501,16.291,0.791,102.0,5.641,41.0,321.871,593.562,427.829,27.309,13.032
